"","gutenberg_id","text"
"1169",55,"But whenever there is danger, my heart begins to beat fast."""
"1170",55,""
"1171",55,"""Perhaps you have heart disease,"" said the Tin Woodman."
"1172",55,""
"1173",55,"""It may be,"" said the Lion."
"1174",55,""
"1175",55,"""If you have,"" continued the Tin Woodman, ""you ought to be glad, for it"
"1176",55,"proves you have a heart.  For my part, I have no heart; so I cannot"
"1177",55,"have heart disease."""
"1178",55,""
"1179",55,"""Perhaps,"" said the Lion thoughtfully, ""if I had no heart I should not"
"1180",55,"be a coward."""
"1181",55,""
"1182",55,"""Have you brains?"" asked the Scarecrow."
"1183",55,""
"1184",55,"""I suppose so.  I've never looked to see,"" replied the Lion."
"1185",55,""
"1186",55,"""I am going to the Great Oz to ask him to give me some,"" remarked the"
"1187",55,"Scarecrow, ""for my head is stuffed with straw."""
"1188",55,""
"1189",55,"""And I am going to ask him to give me a heart,"" said the Woodman."
"1190",55,""
"1191",55,"""And I am going to ask him to send Toto and me back to Kansas,"" added"
"1192",55,"Dorothy."
"1193",55,""
"1194",55,"""Do you think Oz could give me courage?"" asked the Cowardly Lion."
"1195",55,""
"1196",55,"""Just as easily as he could give me brains,"" said the Scarecrow."
"1197",55,""
"1198",55,"""Or give me a heart,"" said the Tin Woodman."
"1199",55,""
"1200",55,"""Or send me back to Kansas,"" said Dorothy."
"1201",55,""
"1202",55,"""Then, if you don't mind, I'll go with you,"" said the Lion, ""for my"
"1203",55,"life is simply unbearable without a bit of courage."""
"1204",55,""
"1205",55,"""You will be very welcome,"" answered Dorothy, ""for you will help to"
"1206",55,"keep away the other wild beasts.  It seems to me they must be more"
"1207",55,"cowardly than you are if they allow you to scare them so easily."""
"1208",55,""
"1209",55,"""They really are,"" said the Lion, ""but that doesn't make me any braver,"
"1210",55,"and as long as I know myself to be a coward I shall be unhappy."""
"1211",55,""
"1212",55,"So once more the little company set off upon the journey, the Lion"
"1213",55,"walking with stately strides at Dorothy's side.  Toto did not approve of"
"1214",55,"this new comrade at first, for he could not forget how nearly he had"
"1215",55,"been crushed between the Lion's great jaws.  But after a time he became"
"1216",55,"more at ease, and presently Toto and the Cowardly Lion had grown to be"
"1217",55,"good friends."
"1218",55,""
"1219",55,"During the rest of that day there was no other adventure to mar the"
"1220",55,"peace of their journey.  Once, indeed, the Tin Woodman stepped upon a"
"1221",55,"beetle that was crawling along the road, and killed the poor little"
"1222",55,"thing.  This made the Tin Woodman very unhappy, for he was always"
"1223",55,"careful not to hurt any living creature; and as he walked along he wept"
"1224",55,"several tears of sorrow and regret.  These tears ran slowly down his"
"1225",55,"face and over the hinges of his jaw, and there they rusted.  When"
"1226",55,"Dorothy presently asked him a question the Tin Woodman could not open"
"1227",55,"his mouth, for his jaws were tightly rusted together.  He became"
"1228",55,"greatly frightened at this and made many motions to Dorothy to relieve"
"1229",55,"him, but she could not understand.  The Lion was also puzzled to know"
"1230",55,"what was wrong.  But the Scarecrow seized the oil-can from Dorothy's"
"1231",55,"basket and oiled the Woodman's jaws, so that after a few moments he"
"1232",55,"could talk as well as before."
"1233",55,""
"1234",55,"""This will serve me a lesson,"" said he, ""to look where I step.  For if"
"1235",55,"I should kill another bug or beetle I should surely cry again, and"
"1236",55,"crying rusts my jaws so that I cannot speak."""
"1237",55,""
"1238",55,"Thereafter he walked very carefully, with his eyes on the road, and"
"1239",55,"when he saw a tiny ant toiling by he would step over it, so as not to"
"1240",55,"harm it.  The Tin Woodman knew very well he had no heart, and therefore"
"1241",55,"he took great care never to be cruel or unkind to anything."
"1242",55,""
"1243",55,"""You people with hearts,"" he said, ""have something to guide you, and"
"1244",55,"need never do wrong; but I have no heart, and so I must be very"
"1245",55,"careful.  When Oz gives me a heart of course I needn't mind so much."""
"1246",55,""
"1247",55,""
"1248",55,""
"1249",55,""
"1250",55,"7.  The Journey to the Great Oz"
"1251",55,""
"1252",55,""
"1253",55,"They were obliged to camp out that night under a large tree in the"
"1254",55,"forest, for there were no houses near.  The tree made a good, thick"
"1255",55,"covering to protect them from the dew, and the Tin Woodman chopped a"
"1256",55,"great pile of wood with his axe and Dorothy built a splendid fire that"
"1257",55,"warmed her and made her feel less lonely.  She and Toto ate the last of"
"1258",55,"their bread, and now she did not know what they would do for breakfast."
"1259",55,""
"1260",55,"""If you wish,"" said the Lion, ""I will go into the forest and kill a"
"1261",55,"deer for you.  You can roast it by the fire, since your tastes are so"
"1262",55,"peculiar that you prefer cooked food, and then you will have a very"
"1263",55,"good breakfast."""
"1264",55,""
"1265",55,"""Don't!  Please don't,"" begged the Tin Woodman.  ""I should certainly"
"1266",55,"weep if you killed a poor deer, and then my jaws would rust again."""
"1267",55,""
"1268",55,"But the Lion went away into the forest and found his own supper, and no"
"1269",55,"one ever knew what it was, for he didn't mention it.  And the Scarecrow"
"1270",55,"found a tree full of nuts and filled Dorothy's basket with them, so"
"1271",55,"that she would not be hungry for a long time.  She thought this was"
"1272",55,"very kind and thoughtful of the Scarecrow, but she laughed heartily at"
"1273",55,"the awkward way in which the poor creature picked up the nuts.  His"
"1274",55,"padded hands were so clumsy and the nuts were so small that he dropped"
"1275",55,"almost as many as he put in the basket.  But the Scarecrow did not mind"
"1276",55,"how long it took him to fill the basket, for it enabled him to keep"
"1277",55,"away from the fire, as he feared a spark might get into his straw and"
"1278",55,"burn him up.  So he kept a good distance away from the flames, and only"
"1279",55,"came near to cover Dorothy with dry leaves when she lay down to sleep."
"1280",55,"These kept her very snug and warm, and she slept soundly until morning."
"1281",55,""
"1282",55,"When it was daylight, the girl bathed her face in a little rippling"
"1283",55,"brook, and soon after they all started toward the Emerald City."
"1284",55,""
"1285",55,"This was to be an eventful day for the travelers.  They had hardly been"
"1286",55,"walking an hour when they saw before them a great ditch that crossed"
"1287",55,"the road and divided the forest as far as they could see on either"
"1288",55,"side.  It was a very wide ditch, and when they crept up to the edge and"
"1289",55,"looked into it they could see it was also very deep, and there were"
"1290",55,"many big, jagged rocks at the bottom.  The sides were so steep that"
"1291",55,"none of them could climb down, and for a moment it seemed that their"
"1292",55,"journey must end."
"1293",55,""
"1294",55,"""What shall we do?"" asked Dorothy despairingly."
"1295",55,""
"1296",55,"""I haven't the faintest idea,"" said the Tin Woodman, and the Lion shook"
"1297",55,"his shaggy mane and looked thoughtful."
"1298",55,""
"1299",55,"But the Scarecrow said, ""We cannot fly, that is certain.  Neither can"
"1300",55,"we climb down into this great ditch.  Therefore, if we cannot jump over"
"1301",55,"it, we must stop where we are."""
"1302",55,""
"1303",55,"""I think I could jump over it,"" said the Cowardly Lion, after measuring"
"1304",55,"the distance carefully in his mind."
"1305",55,""
"1306",55,"""Then we are all right,"" answered the Scarecrow, ""for you can carry us"
"1307",55,"all over on your back, one at a time."""
"1308",55,""
"1309",55,"""Well, I'll try it,"" said the Lion.  ""Who will go first?"""
"1310",55,""
"1311",55,"""I will,"" declared the Scarecrow, ""for, if you found that you could not"
"1312",55,"jump over the gulf, Dorothy would be killed, or the Tin Woodman badly"
"1313",55,"dented on the rocks below.  But if I am on your back it will not matter"
"1314",55,"so much, for the fall would not hurt me at all."""
"1315",55,""
"1316",55,"""I am terribly afraid of falling, myself,"" said the Cowardly Lion, ""but"
"1317",55,"I suppose there is nothing to do but try it.  So get on my back and we"
"1318",55,"will make the attempt."""
"1319",55,""
"1320",55,"The Scarecrow sat upon the Lion's back, and the big beast walked to the"
"1321",55,"edge of the gulf and crouched down."
"1322",55,""
"1323",55,"""Why don't you run and jump?"" asked the Scarecrow."
"1324",55,""
"1325",55,"""Because that isn't the way we Lions do these things,"" he replied."
"1326",55,"Then giving a great spring, he shot through the air and landed safely"
"1327",55,"on the other side.  They were all greatly pleased to see how easily he"
"1328",55,"did it, and after the Scarecrow had got down from his back the Lion"
"1329",55,"sprang across the ditch again."
"1330",55,""
"1331",55,"Dorothy thought she would go next; so she took Toto in her arms and"
"1332",55,"climbed on the Lion's back, holding tightly to his mane with one hand."
"1333",55,"The next moment it seemed as if she were flying through the air; and"
"1334",55,"then, before she had time to think about it, she was safe on the other"
"1335",55,"side.  The Lion went back a third time and got the Tin Woodman, and"
"1336",55,"then they all sat down for a few moments to give the beast a chance to"
"1337",55,"rest, for his great leaps had made his breath short, and he panted like"
"1338",55,"a big dog that has been running too long."
"1339",55,""
"1340",55,"They found the forest very thick on this side, and it looked dark and"
"1341",55,"gloomy.  After the Lion had rested they started along the road of"
"1342",55,"yellow brick, silently wondering, each in his own mind, if ever they"
"1343",55,"would come to the end of the woods and reach the bright sunshine again."
"1344",55,"To add to their discomfort, they soon heard strange noises in the"
"1345",55,"depths of the forest, and the Lion whispered to them that it was in"
"1346",55,"this part of the country that the Kalidahs lived."
"1347",55,""
"1348",55,"""What are the Kalidahs?"" asked the girl."
"1349",55,""
"1350",55,"""They are monstrous beasts with bodies like bears and heads like"
"1351",55,"tigers,"" replied the Lion, ""and with claws so long and sharp that they"
"1352",55,"could tear me in two as easily as I could kill Toto.  I'm terribly"
"1353",55,"afraid of the Kalidahs."""
"1354",55,""
"1355",55,"""I'm not surprised that you are,"" returned Dorothy.  ""They must be"
"1356",55,"dreadful beasts."""
"1357",55,""
"1358",55,"The Lion was about to reply when suddenly they came to another gulf"
"1359",55,"across the road.  But this one was so broad and deep that the Lion knew"
"1360",55,"at once he could not leap across it."
"1361",55,""
"1362",55,"So they sat down to consider what they should do, and after serious"
"1363",55,"thought the Scarecrow said:"
"1364",55,""
"1365",55,"""Here is a great tree, standing close to the ditch.  If the Tin Woodman"
"1366",55,"can chop it down, so that it will fall to the other side, we can walk"
"1367",55,"across it easily."""
"1368",55,""
"1369",55,"""That is a first-rate idea,"" said the Lion.  ""One would almost suspect"
"1370",55,"you had brains in your head, instead of straw."""
"1371",55,""
"1372",55,"The Woodman set to work at once, and so sharp was his axe that the tree"
"1373",55,"was soon chopped nearly through.  Then the Lion put his strong front"
"1374",55,"legs against the tree and pushed with all his might, and slowly the big"
"1375",55,"tree tipped and fell with a crash across the ditch, with its top"
"1376",55,"branches on the other side."
"1377",55,""
"1378",55,"They had just started to cross this queer bridge when a sharp growl"
"1379",55,"made them all look up, and to their horror they saw running toward them"
"1380",55,"two great beasts with bodies like bears and heads like tigers."
"1381",55,""
"1382",55,"""They are the Kalidahs!"" said the Cowardly Lion, beginning to tremble."
"1383",55,""
"1384",55,"""Quick!"" cried the Scarecrow.  ""Let us cross over."""
"1385",55,""
"1386",55,"So Dorothy went first, holding Toto in her arms, the Tin Woodman"
"1387",55,"followed, and the Scarecrow came next.  The Lion, although he was"
"1388",55,"certainly afraid, turned to face the Kalidahs, and then he gave so loud"
"1389",55,"and terrible a roar that Dorothy screamed and the Scarecrow fell over"
"1390",55,"backward, while even the fierce beasts stopped short and looked at him"
"1391",55,"in surprise."
"1392",55,""
"1393",55,"But, seeing they were bigger than the Lion, and remembering that there"
"1394",55,"were two of them and only one of him, the Kalidahs again rushed"
"1395",55,"forward, and the Lion crossed over the tree and turned to see what they"
"1396",55,"would do next.  Without stopping an instant the fierce beasts also"
"1397",55,"began to cross the tree.  And the Lion said to Dorothy:"
"1398",55,""
"1399",55,"""We are lost, for they will surely tear us to pieces with their sharp"
"1400",55,"claws.  But stand close behind me, and I will fight them as long as I"
"1401",55,"am alive."""
"1402",55,""
"1403",55,"""Wait a minute!"" called the Scarecrow.  He had been thinking what was"
"1404",55,"best to be done, and now he asked the Woodman to chop away the end of"
"1405",55,"the tree that rested on their side of the ditch.  The Tin Woodman began"
"1406",55,"to use his axe at once, and, just as the two Kalidahs were nearly"
"1407",55,"across, the tree fell with a crash into the gulf, carrying the ugly,"
"1408",55,"snarling brutes with it, and both were dashed to pieces on the sharp"
"1409",55,"rocks at the bottom."
"1410",55,""
"1411",55,"""Well,"" said the Cowardly Lion, drawing a long breath of relief, ""I see"
"1412",55,"we are going to live a little while longer, and I am glad of it, for it"
"1413",55,"must be a very uncomfortable thing not to be alive.  Those creatures"
"1414",55,"frightened me so badly that my heart is beating yet."""
"1415",55,""
"1416",55,"""Ah,"" said the Tin Woodman sadly, ""I wish I had a heart to beat."""
"1417",55,""
"1418",55,"This adventure made the travelers more anxious than ever to get out of"
"1419",55,"the forest, and they walked so fast that Dorothy became tired, and had"
"1420",55,"to ride on the Lion's back.  To their great joy the trees became"
"1421",55,"thinner the farther they advanced, and in the afternoon they suddenly"
"1422",55,"came upon a broad river, flowing swiftly just before them.  On the"
"1423",55,"other side of the water they could see the road of yellow brick running"
"1424",55,"through a beautiful country, with green meadows dotted with bright"
"1425",55,"flowers and all the road bordered with trees hanging full of delicious"
"1426",55,"fruits.  They were greatly pleased to see this delightful country"
"1427",55,"before them."
"1428",55,""
"1429",55,"""How shall we cross the river?"" asked Dorothy."
"1430",55,""
"1431",55,"""That is easily done,"" replied the Scarecrow.  ""The Tin Woodman must"
"1432",55,"build us a raft, so we can float to the other side."""
"1433",55,""
"1434",55,"So the Woodman took his axe and began to chop down small trees to make"
"1435",55,"a raft, and while he was busy at this the Scarecrow found on the"
"1436",55,"riverbank a tree full of fine fruit.  This pleased Dorothy, who had"
"1437",55,"eaten nothing but nuts all day, and she made a hearty meal of the ripe"
"1438",55,"fruit."
"1439",55,""
"1440",55,"But it takes time to make a raft, even when one is as industrious and"
"1441",55,"untiring as the Tin Woodman, and when night came the work was not done."
"1442",55,"So they found a cozy place under the trees where they slept well until"
"1443",55,"the morning; and Dorothy dreamed of the Emerald City, and of the good"
"1444",55,"Wizard Oz, who would soon send her back to her own home again."
"1445",55,""
"1446",55,""
"1447",55,""
"1448",55,""
"1449",55,"8.  The Deadly Poppy Field"
"1450",55,""
"1451",55,""
"1452",55,"Our little party of travelers awakened the next morning refreshed and"
"1453",55,"full of hope, and Dorothy breakfasted like a princess off peaches and"
"1454",55,"plums from the trees beside the river.  Behind them was the dark forest"
"1455",55,"they had passed safely through, although they had suffered many"
"1456",55,"discouragements; but before them was a lovely, sunny country that"
"1457",55,"seemed to beckon them on to the Emerald City."
"1458",55,""
"1459",55,"To be sure, the broad river now cut them off from this beautiful land."
"1460",55,"But the raft was nearly done, and after the Tin Woodman had cut a few"
"1461",55,"more logs and fastened them together with wooden pins, they were ready"
"1462",55,"to start.  Dorothy sat down in the middle of the raft and held Toto in"
"1463",55,"her arms.  When the Cowardly Lion stepped upon the raft it tipped"
"1464",55,"badly, for he was big and heavy; but the Scarecrow and the Tin Woodman"
"1465",55,"stood upon the other end to steady it, and they had long poles in their"
"1466",55,"hands to push the raft through the water."
"1467",55,""
"1468",55,"They got along quite well at first, but when they reached the middle of"
"1469",55,"the river the swift current swept the raft downstream, farther and"
"1470",55,"farther away from the road of yellow brick.  And the water grew so deep"
"1471",55,"that the long poles would not touch the bottom."
"1472",55,""
"1473",55,"""This is bad,"" said the Tin Woodman, ""for if we cannot get to the land"
"1474",55,"we shall be carried into the country of the Wicked Witch of the West,"
"1475",55,"and she will enchant us and make us her slaves."""
"1476",55,""
"1477",55,"""And then I should get no brains,"" said the Scarecrow."
"1478",55,""
"1479",55,"""And I should get no courage,"" said the Cowardly Lion."
"1480",55,""
"1481",55,"""And I should get no heart,"" said the Tin Woodman."
"1482",55,""
"1483",55,"""And I should never get back to Kansas,"" said Dorothy."
"1484",55,""
"1485",55,"""We must certainly get to the Emerald City if we can,"" the Scarecrow"
"1486",55,"continued, and he pushed so hard on his long pole that it stuck fast in"
"1487",55,"the mud at the bottom of the river.  Then, before he could pull it out"
"1488",55,"again--or let go--the raft was swept away, and the poor Scarecrow was left"
"1489",55,"clinging to the pole in the middle of the river."
"1490",55,""
"1491",55,"""Good-bye!"" he called after them, and they were very sorry to leave"
"1492",55,"him.  Indeed, the Tin Woodman began to cry, but fortunately remembered"
"1493",55,"that he might rust, and so dried his tears on Dorothy's apron."
"1494",55,""
"1495",55,"Of course this was a bad thing for the Scarecrow."
"1496",55,""
"1497",55,"""I am now worse off than when I first met Dorothy,"" he thought.  ""Then,"
"1498",55,"I was stuck on a pole in a cornfield, where I could make-believe scare"
"1499",55,"the crows, at any rate.  But surely there is no use for a Scarecrow"
"1500",55,"stuck on a pole in the middle of a river.  I am afraid I shall never"
"1501",55,"have any brains, after all!"""
"1502",55,""
"1503",55,"Down the stream the raft floated, and the poor Scarecrow was left far"
"1504",55,"behind.  Then the Lion said:"
"1505",55,""
"1506",55,"""Something must be done to save us.  I think I can swim to the shore"
"1507",55,"and pull the raft after me, if you will only hold fast to the tip of my"
"1508",55,"tail."""
"1509",55,""
"1510",55,"So he sprang into the water, and the Tin Woodman caught fast hold of"
"1511",55,"his tail.  Then the Lion began to swim with all his might toward the"
"1512",55,"shore.  It was hard work, although he was so big; but by and by they"
"1513",55,"were drawn out of the current, and then Dorothy took the Tin Woodman's"
"1514",55,"long pole and helped push the raft to the land."
"1515",55,""
"1516",55,"They were all tired out when they reached the shore at last and stepped"
"1517",55,"off upon the pretty green grass, and they also knew that the stream had"
"1518",55,"carried them a long way past the road of yellow brick that led to the"
"1519",55,"Emerald City."
"1520",55,""
"1521",55,"""What shall we do now?"" asked the Tin Woodman, as the Lion lay down on"
"1522",55,"the grass to let the sun dry him."
"1523",55,""
"1524",55,"""We must get back to the road, in some way,"" said Dorothy."
"1525",55,""
"1526",55,"""The best plan will be to walk along the riverbank until we come to the"
"1527",55,"road again,"" remarked the Lion."
"1528",55,""
"1529",55,"So, when they were rested, Dorothy picked up her basket and they"
"1530",55,"started along the grassy bank, to the road from which the river had"
"1531",55,"carried them.  It was a lovely country, with plenty of flowers and"
"1532",55,"fruit trees and sunshine to cheer them, and had they not felt so sorry"
"1533",55,"for the poor Scarecrow, they could have been very happy."
"1534",55,""
"1535",55,"They walked along as fast as they could, Dorothy only stopping once to"
"1536",55,"pick a beautiful flower; and after a time the Tin Woodman cried out:"
"1537",55,"""Look!"""
"1538",55,""
"1539",55,"Then they all looked at the river and saw the Scarecrow perched upon"
"1540",55,"his pole in the middle of the water, looking very lonely and sad."
"1541",55,""
"1542",55,"""What can we do to save him?"" asked Dorothy."
"1543",55,""
"1544",55,"The Lion and the Woodman both shook their heads, for they did not know."
"1545",55,"So they sat down upon the bank and gazed wistfully at the Scarecrow"
"1546",55,"until a Stork flew by, who, upon seeing them, stopped to rest at the"
"1547",55,"water's edge."
"1548",55,""
"1549",55,"""Who are you and where are you going?"" asked the Stork."
"1550",55,""
"1551",55,"""I am Dorothy,"" answered the girl, ""and these are my friends, the Tin"
"1552",55,"Woodman and the Cowardly Lion;  and we are going to the Emerald City."""
"1553",55,""
"1554",55,"""This isn't the road,"" said the Stork, as she twisted her long neck and"
"1555",55,"looked sharply at the queer party."
"1556",55,""
"1557",55,"""I know it,"" returned Dorothy, ""but we have lost the Scarecrow, and are"
"1558",55,"wondering how we shall get him again."""
"1559",55,""
"1560",55,"""Where is he?"" asked the Stork."
"1561",55,""
"1562",55,"""Over there in the river,"" answered the little girl."
"1563",55,""
"1564",55,"""If he wasn't so big and heavy I would get him for you,"" remarked the"
"1565",55,"Stork."
"1566",55,""
"1567",55,"""He isn't heavy a bit,"" said Dorothy eagerly, ""for he is stuffed with"
"1568",55,"straw; and if you will bring him back to us, we shall thank you ever"
"1569",55,"and ever so much."""
"1570",55,""
"1571",55,"""Well, I'll try,"" said the Stork, ""but if I find he is too heavy to"
"1572",55,"carry I shall have to drop him in the river again."""
"1573",55,""
"1574",55,"So the big bird flew into the air and over the water till she came to"
"1575",55,"where the Scarecrow was perched upon his pole.  Then the Stork with her"
"1576",55,"great claws grabbed the Scarecrow by the arm and carried him up into"
"1577",55,"the air and back to the bank, where Dorothy and the Lion and the Tin"
"1578",55,"Woodman and Toto were sitting."
"1579",55,""
"1580",55,"When the Scarecrow found himself among his friends again, he was so"
"1581",55,"happy that he hugged them all, even the Lion and Toto; and as they"
"1582",55,"walked along he sang ""Tol-de-ri-de-oh!"" at every step, he felt so gay."
"1583",55,""
"1584",55,"""I was afraid I should have to stay in the river forever,"" he said,"
"1585",55,"""but the kind Stork saved me, and if I ever get any brains I shall find"
"1586",55,"the Stork again and do her some kindness in return."""
"1587",55,""
"1588",55,"""That's all right,"" said the Stork, who was flying along beside them."
"1589",55,"""I always like to help anyone in trouble.  But I must go now, for my"
"1590",55,"babies are waiting in the nest for me.  I hope you will find the"
"1591",55,"Emerald City and that Oz will help you."""
"1592",55,""
"1593",55,"""Thank you,"" replied Dorothy, and then the kind Stork flew into the air"
"1594",55,"and was soon out of sight."
"1595",55,""
"1596",55,"They walked along listening to the singing of the brightly colored"
"1597",55,"birds and looking at the lovely flowers which now became so thick that"
"1598",55,"the ground was carpeted with them.  There were big yellow and white and"
"1599",55,"blue and purple blossoms, besides great clusters of scarlet poppies,"
"1600",55,"which were so brilliant in color they almost dazzled Dorothy's eyes."
"1601",55,""
"1602",55,"""Aren't they beautiful?"" the girl asked, as she breathed in the spicy"
"1603",55,"scent of the bright flowers."
"1604",55,""
"1605",55,"""I suppose so,"" answered the Scarecrow.  ""When I have brains, I shall"
"1606",55,"probably like them better."""
"1607",55,""
"1608",55,"""If I only had a heart, I should love them,"" added the Tin Woodman."
"1609",55,""
"1610",55,"""I always did like flowers,"" said the Lion.  ""They seem so helpless"
"1611",55,"and frail.  But there are none in the forest so bright as these."""
"1612",55,""
"1613",55,"They now came upon more and more of the big scarlet poppies, and fewer"
"1614",55,"and fewer of the other flowers; and soon they found themselves in the"
"1615",55,"midst of a great meadow of poppies.  Now it is well known that when"
"1616",55,"there are many of these flowers together their odor is so powerful that"
"1617",55,"anyone who breathes it falls asleep, and if the sleeper is not carried"
"1618",55,"away from the scent of the flowers, he sleeps on and on forever.  But"
"1619",55,"Dorothy did not know this, nor could she get away from the bright red"
"1620",55,"flowers that were everywhere about; so presently her eyes grew heavy"
"1621",55,"and she felt she must sit down to rest and to sleep."
"1622",55,""
"1623",55,"But the Tin Woodman would not let her do this."
"1624",55,""
"1625",55,"""We must hurry and get back to the road of yellow brick before dark,"""
"1626",55,"he said; and the Scarecrow agreed with him.  So they kept walking until"
"1627",55,"Dorothy could stand no longer.  Her eyes closed in spite of herself and"
"1628",55,"she forgot where she was and fell among the poppies, fast asleep."
"1629",55,""
"1630",55,"""What shall we do?"" asked the Tin Woodman."
"1631",55,""
"1632",55,"""If we leave her here she will die,"" said the Lion.  ""The smell of the"
"1633",55,"flowers is killing us all.  I myself can scarcely keep my eyes open,"
"1634",55,"and the dog is asleep already."""
"1635",55,""
"1636",55,"It was true; Toto had fallen down beside his little mistress.  But the"
"1637",55,"Scarecrow and the Tin Woodman, not being made of flesh, were not"
"1638",55,"troubled by the scent of the flowers."
"1639",55,""
"1640",55,"""Run fast,"" said the Scarecrow to the Lion, ""and get out of this deadly"
"1641",55,"flower bed as soon as you can.  We will bring the little girl with us,"
"1642",55,"but if you should fall asleep you are too big to be carried."""
"1643",55,""
"1644",55,"So the Lion aroused himself and bounded forward as fast as he could go."
"1645",55,"In a moment he was out of sight."
"1646",55,""
"1647",55,"""Let us make a chair with our hands and carry her,"" said the Scarecrow."
"1648",55,"So they picked up Toto and put the dog in Dorothy's lap, and then they"
"1649",55,"made a chair with their hands for the seat and their arms for the arms"
"1650",55,"and carried the sleeping girl between them through the flowers."
"1651",55,""
"1652",55,"On and on they walked, and it seemed that the great carpet of deadly"
"1653",55,"flowers that surrounded them would never end.  They followed the bend"
"1654",55,"of the river, and at last came upon their friend the Lion, lying fast"
"1655",55,"asleep among the poppies.  The flowers had been too strong for the huge"
"1656",55,"beast and he had given up at last, and fallen only a short distance"
"1657",55,"from the end of the poppy bed, where the sweet grass spread in"
"1658",55,"beautiful green fields before them."
"1659",55,""
"1660",55,"""We can do nothing for him,"" said the Tin Woodman, sadly; ""for he is"
"1661",55,"much too heavy to lift.  We must leave him here to sleep on forever,"
"1662",55,"and perhaps he will dream that he has found courage at last."""
"1663",55,""
"1664",55,"""I'm sorry,"" said the Scarecrow.  ""The Lion was a very good comrade for"
"1665",55,"one so cowardly.  But let us go on."""
"1666",55,""
"1667",55,"They carried the sleeping girl to a pretty spot beside the river, far"
"1668",55,"enough from the poppy field to prevent her breathing any more of the"
"1669",55,"poison of the flowers, and here they laid her gently on the soft grass"
"1670",55,"and waited for the fresh breeze to waken her."
"1671",55,""
"1672",55,""
"1673",55,""
"1674",55,""
"1675",55,"9.  The Queen of the Field Mice"
"1676",55,""
"1677",55,""
"1678",55,"""We cannot be far from the road of yellow brick, now,"" remarked the"
"1679",55,"Scarecrow, as he stood beside the girl, ""for we have come nearly as far"
"1680",55,"as the river carried us away."""
"1681",55,""
"1682",55,"The Tin Woodman was about to reply when he heard a low growl, and"
"1683",55,"turning his head (which worked beautifully on hinges) he saw a strange"
"1684",55,"beast come bounding over the grass toward them.  It was, indeed, a"
"1685",55,"great yellow Wildcat, and the Woodman thought it must be chasing"
"1686",55,"something, for its ears were lying close to its head and its mouth was"
"1687",55,"wide open, showing two rows of ugly teeth, while its red eyes glowed"
"1688",55,"like balls of fire.  As it came nearer the Tin Woodman saw that running"
"1689",55,"before the beast was a little gray field mouse, and although he had no"
"1690",55,"heart he knew it was wrong for the Wildcat to try to kill such a"
"1691",55,"pretty, harmless creature."
"1692",55,""
"1693",55,"So the Woodman raised his axe, and as the Wildcat ran by he gave it a"
"1694",55,"quick blow that cut the beast's head clean off from its body, and it"
"1695",55,"rolled over at his feet in two pieces."
"1696",55,""
"1697",55,"The field mouse, now that it was freed from its enemy, stopped short;"
"1698",55,"and coming slowly up to the Woodman it said, in a squeaky little voice:"
"1699",55,""
"1700",55,"""Oh, thank you!  Thank you ever so much for saving my life."""
"1701",55,""
"1702",55,"""Don't speak of it, I beg of you,"" replied the Woodman.  ""I have no"
"1703",55,"heart, you know, so I am careful to help all those who may need a"
"1704",55,"friend, even if it happens to be only a mouse."""
"1705",55,""
"1706",55,"""Only a mouse!"" cried the little animal, indignantly.  ""Why, I am a"
"1707",55,"Queen--the Queen of all the Field Mice!"""
"1708",55,""
"1709",55,"""Oh, indeed,"" said the Woodman, making a bow."
"1710",55,""
"1711",55,"""Therefore you have done a great deed, as well as a brave one, in"
"1712",55,"saving my life,"" added the Queen."
"1713",55,""
"1714",55,"At that moment several mice were seen running up as fast as their"
"1715",55,"little legs could carry them, and when they saw their Queen they"
"1716",55,"exclaimed:"
"1717",55,""
"1718",55,"""Oh, your Majesty, we thought you would be killed!  How did you manage"
"1719",55,"to escape the great Wildcat?""  They all bowed so low to the little"
"1720",55,"Queen that they almost stood upon their heads."
"1721",55,""
"1722",55,"""This funny tin man,"" she answered, ""killed the Wildcat and saved my"
"1723",55,"life.  So hereafter you must all serve him, and obey his slightest"
"1724",55,"wish."""
"1725",55,""
"1726",55,"""We will!"" cried all the mice, in a shrill chorus.  And then they"
"1727",55,"scampered in all directions, for Toto had awakened from his sleep, and"
"1728",55,"seeing all these mice around him he gave one bark of delight and jumped"
"1729",55,"right into the middle of the group.  Toto had always loved to chase"
"1730",55,"mice when he lived in Kansas, and he saw no harm in it."
"1731",55,""
"1732",55,"But the Tin Woodman caught the dog in his arms and held him tight,"
"1733",55,"while he called to the mice, ""Come back!  Come back!  Toto shall not"
"1734",55,"hurt you."""
"1735",55,""
"1736",55,"At this the Queen of the Mice stuck her head out from underneath a"
"1737",55,"clump of grass and asked, in a timid voice, ""Are you sure he will not"
"1738",55,"bite us?"""
"1739",55,""
"1740",55,"""I will not let him,"" said the Woodman; ""so do not be afraid."""
"1741",55,""
"1742",55,"One by one the mice came creeping back, and Toto did not bark again,"
"1743",55,"although he tried to get out of the Woodman's arms, and would have"
"1744",55,"bitten him had he not known very well he was made of tin.  Finally one"
"1745",55,"of the biggest mice spoke."
"1746",55,""
"1747",55,"""Is there anything we can do,"" it asked, ""to repay you for saving the"
"1748",55,"life of our Queen?"""
"1749",55,""
