"","gutenberg_id","text"
"1478",120,"     trump.  The admirable fellow literally slaved in"
"1479",120,"     my interest, and so, I may say, did everyone in"
"1480",120,"     Bristol, as soon as they got wind of the port we"
"1481",120,"     sailed for--treasure, I mean."
"1482",120,""
"1483",120,"""Redruth,"" said I, interrupting the letter, ""Dr. Livesey will not like"
"1484",120,"that. The squire has been talking, after all."""
"1485",120,""
"1486",120,"""Well, who's a better right?"" growled the gamekeeper. ""A pretty rum go"
"1487",120,"if squire ain't to talk for Dr. Livesey, I should think."""
"1488",120,""
"1489",120,"At that I gave up all attempts at commentary and read straight on:"
"1490",120,""
"1491",120,"     Blandly himself found the HISPANIOLA, and"
"1492",120,"     by the most admirable management got her for the"
"1493",120,"     merest trifle.  There is a class of men in Bristol"
"1494",120,"     monstrously prejudiced against Blandly.  They go"
"1495",120,"     the length of declaring that this honest creature"
"1496",120,"     would do anything for money, that the HISPANIOLA"
"1497",120,"     belonged to him, and that he sold it me absurdly"
"1498",120,"     high--the most transparent calumnies.  None of them"
"1499",120,"     dare, however, to deny the merits of the ship."
"1500",120,""
"1501",120,"     So far there was not a hitch.  The"
"1502",120,"     workpeople, to be sure--riggers and what not--were"
"1503",120,"     most annoyingly slow; but time cured that.  It was"
"1504",120,"     the crew that troubled me."
"1505",120,""
"1506",120,"     I wished a round score of men--in case of"
"1507",120,"     natives, buccaneers, or the odious French--and I"
"1508",120,"     had the worry of the deuce itself to find so much"
"1509",120,"     as half a dozen, till the most remarkable stroke"
"1510",120,"     of fortune brought me the very man that I"
"1511",120,"     required."
"1512",120,""
"1513",120,"     I was standing on the dock, when, by the"
"1514",120,"     merest accident, I fell in talk with him.  I found"
"1515",120,"     he was an old sailor, kept a public-house, knew"
"1516",120,"     all the seafaring men in Bristol, had lost his"
"1517",120,"     health ashore, and wanted a good berth as cook to"
"1518",120,"     get to sea again.  He had hobbled down there that"
"1519",120,"     morning, he said, to get a smell of the salt."
"1520",120,""
"1521",120,"     I was monstrously touched--so would you have"
"1522",120,"     been--and, out of pure pity, I engaged him on the"
"1523",120,"     spot to be ship's cook.  Long John Silver, he is"
"1524",120,"     called, and has lost a leg; but that I regarded as"
"1525",120,"     a recommendation, since he lost it in his"
"1526",120,"     country's service, under the immortal Hawke.  He"
"1527",120,"     has no pension, Livesey.  Imagine the abominable"
"1528",120,"     age we live in!"
"1529",120,""
"1530",120,"     Well, sir, I thought I had only found a cook,"
"1531",120,"     but it was a crew I had discovered.  Between"
"1532",120,"     Silver and myself we got together in a few days a"
"1533",120,"     company of the toughest old salts imaginable--not"
"1534",120,"     pretty to look at, but fellows, by their faces, of"
"1535",120,"     the most indomitable spirit.  I declare we could"
"1536",120,"     fight a frigate."
"1537",120,""
"1538",120,"     Long John even got rid of two out of the six"
"1539",120,"     or seven I had already engaged.  He showed me in a"
"1540",120,"     moment that they were just the sort of fresh-water"
"1541",120,"     swabs we had to fear in an adventure of"
"1542",120,"     importance."
"1543",120,""
"1544",120,"     I am in the most magnificent health and"
"1545",120,"     spirits, eating like a bull, sleeping like a tree,"
"1546",120,"     yet I shall not enjoy a moment till I hear my old"
"1547",120,"     tarpaulins tramping round the capstan.  Seaward,"
"1548",120,"     ho!  Hang the treasure!  It's the glory of the sea"
"1549",120,"     that has turned my head.  So now, Livesey, come"
"1550",120,"     post; do not lose an hour, if you respect me."
"1551",120,""
"1552",120,"     Let young Hawkins go at once to see his"
"1553",120,"     mother, with Redruth for a guard; and then both"
"1554",120,"     come full speed to Bristol."
"1555",120,"     John Trelawney"
"1556",120,""
"1557",120,"     Postscript--I did not tell you that Blandly,"
"1558",120,"     who, by the way, is to send a consort after us if"
"1559",120,"     we don't turn up by the end of August, had found"
"1560",120,"     an admirable fellow for sailing master--a stiff"
"1561",120,"     man, which I regret, but in all other respects a"
"1562",120,"     treasure.  Long John Silver unearthed a very"
"1563",120,"     competent man for a mate, a man named Arrow.  I"
"1564",120,"     have a boatswain who pipes, Livesey; so things"
"1565",120,"     shall go man-o'-war fashion on board the good ship"
"1566",120,"     HISPANIOLA."
"1567",120,""
"1568",120,"     I forgot to tell you that Silver is a man of"
"1569",120,"     substance; I know of my own knowledge that he has"
"1570",120,"     a banker's account, which has never been"
"1571",120,"     overdrawn.  He leaves his wife to manage the inn;"
"1572",120,"     and as she is a woman of colour, a pair of old"
"1573",120,"     bachelors like you and I may be excused for"
"1574",120,"     guessing that it is the wife, quite as much as the"
"1575",120,"     health, that sends him back to roving."
"1576",120,"     J. T."
"1577",120,""
"1578",120,"     P.P.S.--Hawkins may stay one night with his"
"1579",120,"     mother."
"1580",120,"     J. T."
"1581",120,""
"1582",120,"You can fancy the excitement into which that letter put me. I was half"
"1583",120,"beside myself with glee; and if ever I despised a man, it was old"
"1584",120,"Tom Redruth, who could do nothing but grumble and lament. Any of the"
"1585",120,"under-gamekeepers would gladly have changed places with him; but such"
"1586",120,"was not the squire's pleasure, and the squire's pleasure was like law"
"1587",120,"among them all. Nobody but old Redruth would have dared so much as even"
"1588",120,"to grumble."
"1589",120,""
"1590",120,"The next morning he and I set out on foot for the Admiral Benbow, and"
"1591",120,"there I found my mother in good health and spirits. The captain, who had"
"1592",120,"so long been a cause of so much discomfort, was gone where the wicked"
"1593",120,"cease from troubling. The squire had had everything repaired, and the"
"1594",120,"public rooms and the sign repainted, and had added some furniture--above"
"1595",120,"all a beautiful armchair for mother in the bar. He had found her a boy"
"1596",120,"as an apprentice also so that she should not want help while I was gone."
"1597",120,""
"1598",120,"It was on seeing that boy that I understood, for the first time, my"
"1599",120,"situation. I had thought up to that moment of the adventures before me,"
"1600",120,"not at all of the home that I was leaving; and now, at sight of this"
"1601",120,"clumsy stranger, who was to stay here in my place beside my mother, I"
"1602",120,"had my first attack of tears. I am afraid I led that boy a dog's life,"
"1603",120,"for as he was new to the work, I had a hundred opportunities of setting"
"1604",120,"him right and putting him down, and I was not slow to profit by them."
"1605",120,""
"1606",120,"The night passed, and the next day, after dinner, Redruth and I were"
"1607",120,"afoot again and on the road. I said good-bye to Mother and the"
"1608",120,"cove where I had lived since I was born, and the dear old Admiral"
"1609",120,"Benbow--since he was repainted, no longer quite so dear. One of my last"
"1610",120,"thoughts was of the captain, who had so often strode along the beach"
"1611",120,"with his cocked hat, his sabre-cut cheek, and his old brass telescope."
"1612",120,"Next moment we had turned the corner and my home was out of sight."
"1613",120,""
"1614",120,"The mail picked us up about dusk at the Royal George on the heath. I was"
"1615",120,"wedged in between Redruth and a stout old gentleman, and in spite of the"
"1616",120,"swift motion and the cold night air, I must have dozed a great deal from"
"1617",120,"the very first, and then slept like a log up hill and down dale through"
"1618",120,"stage after stage, for when I was awakened at last it was by a punch"
"1619",120,"in the ribs, and I opened my eyes to find that we were standing still"
"1620",120,"before a large building in a city street and that the day had already"
"1621",120,"broken a long time."
"1622",120,""
"1623",120,"""Where are we?"" I asked."
"1624",120,""
"1625",120,"""Bristol,"" said Tom. ""Get down."""
"1626",120,""
"1627",120,"Mr. Trelawney had taken up his residence at an inn far down the docks to"
"1628",120,"superintend the work upon the schooner. Thither we had now to walk, and"
"1629",120,"our way, to my great delight, lay along the quays and beside the great"
"1630",120,"multitude of ships of all sizes and rigs and nations. In one, sailors"
"1631",120,"were singing at their work, in another there were men aloft, high over"
"1632",120,"my head, hanging to threads that seemed no thicker than a spider's."
"1633",120,"Though I had lived by the shore all my life, I seemed never to have been"
"1634",120,"near the sea till then. The smell of tar and salt was something new."
"1635",120,"I saw the most wonderful figureheads, that had all been far over the"
"1636",120,"ocean. I saw, besides, many old sailors, with rings in their ears, and"
"1637",120,"whiskers curled in ringlets, and tarry pigtails, and their swaggering,"
"1638",120,"clumsy sea-walk; and if I had seen as many kings or archbishops I could"
"1639",120,"not have been more delighted."
"1640",120,""
"1641",120,"And I was going to sea myself, to sea in a schooner, with a piping"
"1642",120,"boatswain and pig-tailed singing seamen, to sea, bound for an unknown"
"1643",120,"island, and to seek for buried treasure!"
"1644",120,""
"1645",120,"While I was still in this delightful dream, we came suddenly in front"
"1646",120,"of a large inn and met Squire Trelawney, all dressed out like a"
"1647",120,"sea-officer, in stout blue cloth, coming out of the door with a smile on"
"1648",120,"his face and a capital imitation of a sailor's walk."
"1649",120,""
"1650",120,"""Here you are,"" he cried, ""and the doctor came last night from London."
"1651",120,"Bravo! The ship's company complete!"""
"1652",120,""
"1653",120,"""Oh, sir,"" cried I, ""when do we sail?"""
"1654",120,""
"1655",120,"""Sail!"" says he. ""We sail tomorrow!"""
"1656",120,""
"1657",120,""
"1658",120,""
"1659",120,""
"1660",120,"8"
"1661",120,""
"1662",120,"At the Sign of the Spy-glass"
"1663",120,""
"1664",120,"WHEN I had done breakfasting the squire gave me a note addressed to John"
"1665",120,"Silver, at the sign of the Spy-glass, and told me I should easily"
"1666",120,"find the place by following the line of the docks and keeping a bright"
"1667",120,"lookout for a little tavern with a large brass telescope for sign. I"
"1668",120,"set off, overjoyed at this opportunity to see some more of the ships and"
"1669",120,"seamen, and picked my way among a great crowd of people and carts and"
"1670",120,"bales, for the dock was now at its busiest, until I found the tavern in"
"1671",120,"question."
"1672",120,""
"1673",120,"It was a bright enough little place of entertainment. The sign was"
"1674",120,"newly painted; the windows had neat red curtains; the floor was cleanly"
"1675",120,"sanded. There was a street on each side and an open door on both, which"
"1676",120,"made the large, low room pretty clear to see in, in spite of clouds of"
"1677",120,"tobacco smoke."
"1678",120,""
"1679",120,"The customers were mostly seafaring men, and they talked so loudly that"
"1680",120,"I hung at the door, almost afraid to enter."
"1681",120,""
"1682",120,"As I was waiting, a man came out of a side room, and at a glance I was"
"1683",120,"sure he must be Long John. His left leg was cut off close by the hip,"
"1684",120,"and under the left shoulder he carried a crutch, which he managed with"
"1685",120,"wonderful dexterity, hopping about upon it like a bird. He was very tall"
"1686",120,"and strong, with a face as big as a ham--plain and pale, but intelligent"
"1687",120,"and smiling. Indeed, he seemed in the most cheerful spirits, whistling"
"1688",120,"as he moved about among the tables, with a merry word or a slap on the"
"1689",120,"shoulder for the more favoured of his guests."
"1690",120,""
"1691",120,"Now, to tell you the truth, from the very first mention of Long John in"
"1692",120,"Squire Trelawney's letter I had taken a fear in my mind that he might"
"1693",120,"prove to be the very one-legged sailor whom I had watched for so long at"
"1694",120,"the old Benbow. But one look at the man before me was enough. I had seen"
"1695",120,"the captain, and Black Dog, and the blind man, Pew, and I thought I knew"
"1696",120,"what a buccaneer was like--a very different creature, according to me,"
"1697",120,"from this clean and pleasant-tempered landlord."
"1698",120,""
"1699",120,"I plucked up courage at once, crossed the threshold, and walked right up"
"1700",120,"to the man where he stood, propped on his crutch, talking to a customer."
"1701",120,""
"1702",120,"""Mr. Silver, sir?"" I asked, holding out the note."
"1703",120,""
"1704",120,"""Yes, my lad,"" said he; ""such is my name, to be sure. And who may you"
"1705",120,"be?"" And then as he saw the squire's letter, he seemed to me to give"
"1706",120,"something almost like a start."
"1707",120,""
"1708",120,"""Oh!"" said he, quite loud, and offering his hand. ""I see. You are our"
"1709",120,"new cabin-boy; pleased I am to see you."""
"1710",120,""
"1711",120,"And he took my hand in his large firm grasp."
"1712",120,""
"1713",120,"Just then one of the customers at the far side rose suddenly and made"
"1714",120,"for the door. It was close by him, and he was out in the street in a"
"1715",120,"moment. But his hurry had attracted my notice, and I recognized him at"
"1716",120,"glance. It was the tallow-faced man, wanting two fingers, who had come"
"1717",120,"first to the Admiral Benbow."
"1718",120,""
"1719",120,"""Oh,"" I cried, ""stop him! It's Black Dog!"""
"1720",120,""
"1721",120,"""I don't care two coppers who he is,"" cried Silver. ""But he hasn't paid"
"1722",120,"his score. Harry, run and catch him."""
"1723",120,""
"1724",120,"One of the others who was nearest the door leaped up and started in"
"1725",120,"pursuit."
"1726",120,""
"1727",120,"""If he were Admiral Hawke he shall pay his score,"" cried Silver; and"
"1728",120,"then, relinquishing my hand, ""Who did you say he was?"" he asked. ""Black"
"1729",120,"what?"""
"1730",120,""
"1731",120,"""Dog, sir,"" said I. ""Has Mr. Trelawney not told you of the buccaneers?"
"1732",120,"He was one of them."""
"1733",120,""
"1734",120,"""So?"" cried Silver. ""In my house! Ben, run and help Harry. One of those"
"1735",120,"swabs, was he? Was that you drinking with him, Morgan? Step up here."""
"1736",120,""
"1737",120,"The man whom he called Morgan--an old, grey-haired, mahogany-faced"
"1738",120,"sailor--came forward pretty sheepishly, rolling his quid."
"1739",120,""
"1740",120,"""Now, Morgan,"" said Long John very sternly, ""you never clapped your eyes"
"1741",120,"on that Black--Black Dog before, did you, now?"""
"1742",120,""
"1743",120,"""Not I, sir,"" said Morgan with a salute."
"1744",120,""
"1745",120,"""You didn't know his name, did you?"""
"1746",120,""
"1747",120,"""No, sir."""
"1748",120,""
"1749",120,"""By the powers, Tom Morgan, it's as good for you!"" exclaimed the"
"1750",120,"landlord. ""If you had been mixed up with the like of that, you would"
"1751",120,"never have put another foot in my house, you may lay to that. And what"
"1752",120,"was he saying to you?"""
"1753",120,""
"1754",120,"""I don't rightly know, sir,"" answered Morgan."
"1755",120,""
"1756",120,"""Do you call that a head on your shoulders, or a blessed dead-eye?"""
"1757",120,"cried Long John. ""Don't rightly know, don't you! Perhaps you don't"
"1758",120,"happen to rightly know who you was speaking to, perhaps? Come, now, what"
"1759",120,"was he jawing--v'yages, cap'ns, ships? Pipe up! What was it?"""
"1760",120,""
"1761",120,"""We was a-talkin' of keel-hauling,"" answered Morgan."
"1762",120,""
"1763",120,"""Keel-hauling, was you? And a mighty suitable thing, too, and you may"
"1764",120,"lay to that. Get back to your place for a lubber, Tom."""
"1765",120,""
"1766",120,"And then, as Morgan rolled back to his seat, Silver added to me in a"
"1767",120,"confidential whisper that was very flattering, as I thought, ""He's"
"1768",120,"quite an honest man, Tom Morgan, on'y stupid. And now,"" he ran on again,"
"1769",120,"aloud, ""let's see--Black Dog? No, I don't know the name, not I. Yet I"
"1770",120,"kind of think I've--yes, I've seen the swab. He used to come here with a"
"1771",120,"blind beggar, he used."""
"1772",120,""
"1773",120,"""That he did, you may be sure,"" said I. ""I knew that blind man too. His"
"1774",120,"name was Pew."""
"1775",120,""
"1776",120,"""It was!"" cried Silver, now quite excited. ""Pew! That were his name for"
"1777",120,"certain. Ah, he looked a shark, he did! If we run down this Black Dog,"
"1778",120,"now, there'll be news for Cap'n Trelawney! Ben's a good runner; few"
"1779",120,"seamen run better than Ben. He should run him down, hand over hand, by"
"1780",120,"the powers! He talked o' keel-hauling, did he? I'LL keel-haul him!"""
"1781",120,""
"1782",120,"All the time he was jerking out these phrases he was stumping up and"
"1783",120,"down the tavern on his crutch, slapping tables with his hand, and giving"
"1784",120,"such a show of excitement as would have convinced an Old Bailey judge"
"1785",120,"or a Bow Street runner. My suspicions had been thoroughly reawakened on"
"1786",120,"finding Black Dog at the Spy-glass, and I watched the cook narrowly. But"
"1787",120,"he was too deep, and too ready, and too clever for me, and by the time"
"1788",120,"the two men had come back out of breath and confessed that they had lost"
"1789",120,"the track in a crowd, and been scolded like thieves, I would have gone"
"1790",120,"bail for the innocence of Long John Silver."
"1791",120,""
"1792",120,"""See here, now, Hawkins,"" said he, ""here's a blessed hard thing on a"
"1793",120,"man like me, now, ain't it? There's Cap'n Trelawney--what's he to think?"
"1794",120,"Here I have this confounded son of a Dutchman sitting in my own house"
"1795",120,"drinking of my own rum! Here you comes and tells me of it plain; and"
"1796",120,"here I let him give us all the slip before my blessed deadlights! Now,"
"1797",120,"Hawkins, you do me justice with the cap'n. You're a lad, you are, but"
"1798",120,"you're as smart as paint. I see that when you first come in. Now, here"
"1799",120,"it is: What could I do, with this old timber I hobble on? When I was an"
"1800",120,"A B master mariner I'd have come up alongside of him, hand over hand,"
"1801",120,"and broached him to in a brace of old shakes, I would; but now--"""
"1802",120,""
"1803",120,"And then, all of a sudden, he stopped, and his jaw dropped as though he"
"1804",120,"had remembered something."
"1805",120,""
"1806",120,"""The score!"" he burst out. ""Three goes o' rum! Why, shiver my timbers,"
"1807",120,"if I hadn't forgotten my score!"""
"1808",120,""
"1809",120,"And falling on a bench, he laughed until the tears ran down his cheeks."
"1810",120,"I could not help joining, and we laughed together, peal after peal,"
"1811",120,"until the tavern rang again."
"1812",120,""
"1813",120,"""Why, what a precious old sea-calf I am!"" he said at last, wiping his"
"1814",120,"cheeks. ""You and me should get on well, Hawkins, for I'll take my davy"
"1815",120,"I should be rated ship's boy. But come now, stand by to go about. This"
"1816",120,"won't do. Dooty is dooty, messmates. I'll put on my old cockerel hat,"
"1817",120,"and step along of you to Cap'n Trelawney, and report this here affair."
"1818",120,"For mind you, it's serious, young Hawkins; and neither you nor me's come"
"1819",120,"out of it with what I should make so bold as to call credit. Nor you"
"1820",120,"neither, says you; not smart--none of the pair of us smart. But dash my"
"1821",120,"buttons! That was a good un about my score."""
"1822",120,""
"1823",120,"And he began to laugh again, and that so heartily, that though I did not"
"1824",120,"see the joke as he did, I was again obliged to join him in his mirth."
"1825",120,""
"1826",120,"On our little walk along the quays, he made himself the most interesting"
"1827",120,"companion, telling me about the different ships that we passed by,"
"1828",120,"their rig, tonnage, and nationality, explaining the work that was going"
"1829",120,"forward--how one was discharging, another taking in cargo, and a third"
"1830",120,"making ready for sea--and every now and then telling me some little"
"1831",120,"anecdote of ships or seamen or repeating a nautical phrase till I had"
"1832",120,"learned it perfectly. I began to see that here was one of the best of"
"1833",120,"possible shipmates."
"1834",120,""
"1835",120,"When we got to the inn, the squire and Dr. Livesey were seated together,"
"1836",120,"finishing a quart of ale with a toast in it, before they should go"
"1837",120,"aboard the schooner on a visit of inspection."
"1838",120,""
"1839",120,"Long John told the story from first to last, with a great deal of spirit"
"1840",120,"and the most perfect truth. ""That was how it were, now, weren't it,"
"1841",120,"Hawkins?"" he would say, now and again, and I could always bear him"
"1842",120,"entirely out."
"1843",120,""
"1844",120,"The two gentlemen regretted that Black Dog had got away, but we all"
"1845",120,"agreed there was nothing to be done, and after he had been complimented,"
"1846",120,"Long John took up his crutch and departed."
"1847",120,""
"1848",120,"""All hands aboard by four this afternoon,"" shouted the squire after him."
"1849",120,""
"1850",120,"""Aye, aye, sir,"" cried the cook, in the passage."
"1851",120,""
"1852",120,"""Well, squire,"" said Dr. Livesey, ""I don't put much faith in your"
"1853",120,"discoveries, as a general thing; but I will say this, John Silver suits"
"1854",120,"me."""
"1855",120,""
"1856",120,"""The man's a perfect trump,"" declared the squire."
"1857",120,""
"1858",120,"""And now,"" added the doctor, ""Jim may come on board with us, may he"
"1859",120,"not?"""
"1860",120,""
"1861",120,"""To be sure he may,"" says squire. ""Take your hat, Hawkins, and we'll see"
"1862",120,"the ship."""
"1863",120,""
"1864",120,""
"1865",120,""
"1866",120,""
"1867",120,"9"
"1868",120,""
"1869",120,"Powder and Arms"
"1870",120,""
"1871",120,"THE HISPANIOLA lay some way out, and we went under the figureheads and"
"1872",120,"round the sterns of many other ships, and their cables sometimes grated"
"1873",120,"underneath our keel, and sometimes swung above us. At last, however,"
"1874",120,"we got alongside, and were met and saluted as we stepped aboard by the"
"1875",120,"mate, Mr. Arrow, a brown old sailor with earrings in his ears and a"
"1876",120,"squint. He and the squire were very thick and friendly, but I soon"
"1877",120,"observed that things were not the same between Mr. Trelawney and the"
"1878",120,"captain."
"1879",120,""
"1880",120,"This last was a sharp-looking man who seemed angry with everything on"
"1881",120,"board and was soon to tell us why, for we had hardly got down into the"
"1882",120,"cabin when a sailor followed us."
"1883",120,""
"1884",120,"""Captain Smollett, sir, axing to speak with you,"" said he."
"1885",120,""
"1886",120,"""I am always at the captain's orders. Show him in,"" said the squire."
"1887",120,""
"1888",120,"The captain, who was close behind his messenger, entered at once and"
"1889",120,"shut the door behind him."
"1890",120,""
"1891",120,"""Well, Captain Smollett, what have you to say? All well, I hope; all"
"1892",120,"shipshape and seaworthy?"""
"1893",120,""
"1894",120,"""Well, sir,"" said the captain, ""better speak plain, I believe, even at"
"1895",120,"the risk of offence. I don't like this cruise; I don't like the men; and"
"1896",120,"I don't like my officer. That's short and sweet."""
"1897",120,""
"1898",120,"""Perhaps, sir, you don't like the ship?"" inquired the squire, very"
"1899",120,"angry, as I could see."
"1900",120,""
"1901",120,"""I can't speak as to that, sir, not having seen her tried,"" said the"
"1902",120,"captain. ""She seems a clever craft; more I can't say."""
"1903",120,""
"1904",120,"""Possibly, sir, you may not like your employer, either?"" says the"
"1905",120,"squire."
"1906",120,""
"1907",120,"But here Dr. Livesey cut in."
"1908",120,""
"1909",120,"""Stay a bit,"" said he, ""stay a bit. No use of such questions as that but"
"1910",120,"to produce ill feeling. The captain has said too much or he has said too"
"1911",120,"little, and I'm bound to say that I require an explanation of his words."
"1912",120,"You don't, you say, like this cruise. Now, why?"""
"1913",120,""
"1914",120,"""I was engaged, sir, on what we call sealed orders, to sail this ship"
"1915",120,"for that gentleman where he should bid me,"" said the captain. ""So far"
"1916",120,"so good. But now I find that every man before the mast knows more than I"
"1917",120,"do. I don't call that fair, now, do you?"""
"1918",120,""
"1919",120,"""No,"" said Dr. Livesey, ""I don't."""
"1920",120,""
"1921",120,"""Next,"" said the captain, ""I learn we are going after treasure--hear"
"1922",120,"it from my own hands, mind you. Now, treasure is ticklish work; I don't"
"1923",120,"like treasure voyages on any account, and I don't like them, above all,"
"1924",120,"when they are secret and when (begging your pardon, Mr. Trelawney) the"
"1925",120,"secret has been told to the parrot."""
"1926",120,""
"1927",120,"""Silver's parrot?"" asked the squire."
"1928",120,""
"1929",120,"""It's a way of speaking,"" said the captain. ""Blabbed, I mean. It's my"
"1930",120,"belief neither of you gentlemen know what you are about, but I'll tell"
"1931",120,"you my way of it--life or death, and a close run."""
"1932",120,""
"1933",120,"""That is all clear, and, I dare say, true enough,"" replied Dr. Livesey."
"1934",120,"""We take the risk, but we are not so ignorant as you believe us. Next,"
"1935",120,"you say you don't like the crew. Are they not good seamen?"""
"1936",120,""
"1937",120,"""I don't like them, sir,"" returned Captain Smollett. ""And I think I"
"1938",120,"should have had the choosing of my own hands, if you go to that."""
"1939",120,""
"1940",120,"""Perhaps you should,"" replied the doctor. ""My friend should, perhaps,"
"1941",120,"have taken you along with him; but the slight, if there be one, was"
"1942",120,"unintentional. And you don't like Mr. Arrow?"""
"1943",120,""
"1944",120,"""I don't, sir. I believe he's a good seaman, but he's too free with"
"1945",120,"the crew to be a good officer. A mate should keep himself to"
"1946",120,"himself--shouldn't drink with the men before the mast!"""
"1947",120,""
"1948",120,"""Do you mean he drinks?"" cried the squire."
"1949",120,""
"1950",120,"""No, sir,"" replied the captain, ""only that he's too familiar."""
"1951",120,""
"1952",120,"""Well, now, and the short and long of it, captain?"" asked the doctor."
"1953",120,"""Tell us what you want."""
"1954",120,""
"1955",120,"""Well, gentlemen, are you determined to go on this cruise?"""
"1956",120,""
"1957",120,"""Like iron,"" answered the squire."
"1958",120,""
"1959",120,"""Very good,"" said the captain. ""Then, as you've heard me very patiently,"
"1960",120,"saying things that I could not prove, hear me a few words more. They are"
"1961",120,"putting the powder and the arms in the fore hold. Now, you have a good"
"1962",120,"place under the cabin; why not put them there?--first point. Then, you"
"1963",120,"are bringing four of your own people with you, and they tell me some of"
"1964",120,"them are to be berthed forward. Why not give them the berths here beside"
"1965",120,"the cabin?--second point."""
"1966",120,""
"1967",120,"""Any more?"" asked Mr. Trelawney."
"1968",120,""
"1969",120,"""One more,"" said the captain. ""There's been too much blabbing already."""
"1970",120,""
"1971",120,"""Far too much,"" agreed the doctor."
"1972",120,""
"1973",120,"""I'll tell you what I've heard myself,"" continued Captain Smollett:"
"1974",120,"""that you have a map of an island, that there's crosses on the map to"
"1975",120,"show where treasure is, and that the island lies--"" And then he named"
"1976",120,"the latitude and longitude exactly."
"1977",120,""
"1978",120,"""I never told that,"" cried the squire, ""to a soul!"""
"1979",120,""
"1980",120,"""The hands know it, sir,"" returned the captain."
"1981",120,""
"1982",120,"""Livesey, that must have been you or Hawkins,"" cried the squire."
"1983",120,""
"1984",120,"""It doesn't much matter who it was,"" replied the doctor. And I could"
"1985",120,"see that neither he nor the captain paid much regard to Mr. Trelawney's"
"1986",120,"protestations. Neither did I, to be sure, he was so loose a talker; yet"
"1987",120,"in this case I believe he was really right and that nobody had told the"
"1988",120,"situation of the island."
"1989",120,""
"1990",120,"""Well, gentlemen,"" continued the captain, ""I don't know who has this"
"1991",120,"map; but I make it a point, it shall be kept secret even from me and Mr."
"1992",120,"Arrow. Otherwise I would ask you to let me resign."""
"1993",120,""
"1994",120,"""I see,"" said the doctor. ""You wish us to keep this matter dark and to"
"1995",120,"make a garrison of the stern part of the ship, manned with my friend's"
"1996",120,"own people, and provided with all the arms and powder on board. In other"
"1997",120,"words, you fear a mutiny."""
"1998",120,""
"1999",120,"""Sir,"" said Captain Smollett, ""with no intention to take offence, I"
"2000",120,"deny your right to put words into my mouth. No captain, sir, would be"
"2001",120,"justified in going to sea at all if he had ground enough to say that. As"
"2002",120,"for Mr. Arrow, I believe him thoroughly honest; some of the men are the"
"2003",120,"same; all may be for what I know. But I am responsible for the ship's"
"2004",120,"safety and the life of every man Jack aboard of her. I see things going,"
"2005",120,"as I think, not quite right. And I ask you to take certain precautions"
"2006",120,"or let me resign my berth. And that's all."""
"2007",120,""
"2008",120,"""Captain Smollett,"" began the doctor with a smile, ""did ever you hear"
"2009",120,"the fable of the mountain and the mouse? You'll excuse me, I dare say,"
"2010",120,"but you remind me of that fable. When you came in here, I'll stake my"
"2011",120,"wig, you meant more than this."""
"2012",120,""
"2013",120,"""Doctor,"" said the captain, ""you are smart. When I came in here I meant"
"2014",120,"to get discharged. I had no thought that Mr. Trelawney would hear a"
"2015",120,"word."""
"2016",120,""
"2017",120,"""No more I would,"" cried the squire. ""Had Livesey not been here I should"
"2018",120,"have seen you to the deuce. As it is, I have heard you. I will do as you"
"2019",120,"desire, but I think the worse of you."""
"2020",120,""
"2021",120,"""That's as you please, sir,"" said the captain. ""You'll find I do my"
"2022",120,"duty."""
"2023",120,""
"2024",120,"And with that he took his leave."
"2025",120,""
"2026",120,"""Trelawney,"" said the doctor, ""contrary to all my notions, I believed"
"2027",120,"you have managed to get two honest men on board with you--that man and"
"2028",120,"John Silver."""
"2029",120,""
"2030",120,"""Silver, if you like,"" cried the squire; ""but as for that intolerable"
"2031",120,"humbug, I declare I think his conduct unmanly, unsailorly, and downright"
"2032",120,"un-English."""
"2033",120,""
"2034",120,"""Well,"" says the doctor, ""we shall see."""
"2035",120,""
"2036",120,"When we came on deck, the men had begun already to take out the arms and"
"2037",120,"powder, yo-ho-ing at their work, while the captain and Mr. Arrow stood"
"2038",120,"by superintending."
"2039",120,""
"2040",120,"The new arrangement was quite to my liking. The whole schooner had been"
"2041",120,"overhauled; six berths had been made astern out of what had been the"
"2042",120,"after-part of the main hold; and this set of cabins was only joined to"
"2043",120,"the galley and forecastle by a sparred passage on the port side. It had"
"2044",120,"been originally meant that the captain, Mr. Arrow, Hunter, Joyce, the"
"2045",120,"doctor, and the squire were to occupy these six berths. Now Redruth and"
"2046",120,"I were to get two of them and Mr. Arrow and the captain were to sleep"
"2047",120,"on deck in the companion, which had been enlarged on each side till you"
"2048",120,"might almost have called it a round-house. Very low it was still, of"
"2049",120,"course; but there was room to swing two hammocks, and even the mate"
"2050",120,"seemed pleased with the arrangement. Even he, perhaps, had been doubtful"
"2051",120,"as to the crew, but that is only guess, for as you shall hear, we had"
"2052",120,"not long the benefit of his opinion."
"2053",120,""
"2054",120,"We were all hard at work, changing the powder and the berths, when"
"2055",120,"the last man or two, and Long John along with them, came off in a"
"2056",120,"shore-boat."
"2057",120,""
"2058",120,"The cook came up the side like a monkey for cleverness, and as soon as"
"2059",120,"he saw what was doing, ""So ho, mates!"" says he. ""What's this?"""
"2060",120,""
"2061",120,"""We're a-changing of the powder, Jack,"" answers one."
"2062",120,""
